label,source,video,file,noise,chroma_std,glare_area,line_ratio,hf_energy,prewitt_energy,orientation_entropy,perpendicular_ratio,hf_energy_pstd,score
attack,monitors,3,3_f5.png,0.4849516058475718,12.793001741240209,2.193450927734375e-05,0.06886323793091695,0.6450371543574976,234.08780509679957,0.9477244902570376,0.1486430588587509,0.0944264808734159,6.244374281326391e-06
attack,monitors,4,4_f0.png,1.1957645983252236,9.662432544590352,0.0,0.366673535947321,0.8095311383483076,1562.124909805234,0.9135586377609434,0.15739345712067032,0.20236485655598438,0.5492390247353532
attack,monitors,4,4_f1.png,0.8415388392840172,10.325871300065682,0.02886676788330078,0.13537283946221448,0.7062250185883544,2338.1928431450824,0.8372944942442636,0.29133590877739135,0.09386900176852471,0.75689505205535
attack,monitors,4,4_f2.png,0.4649770682757824,12.243182144119226,0.0,0.1899169278491061,0.6084937664345957,514.2881798345151,0.9318677580521875,0.16669868966238827,0.08918814492916946,0.05777815447476201
attack,monitors,4,4_f3.png,0.8935180745538843,13.259743382028942,0.0,0.24652062586288814,0.7431574128444667,334.64262085248254,0.9533100720915421,0.14102153046862442,0.07876241213709279,0.3336126665058411
attack,monitors,4,4_f4.png,0.7396482587550189,12.689681290752942,0.0,0.211232297257169,0.7055297350650298,130.96530736967415,0.9860664108364074,0.10817597952551002,0.09282844786270082,0.006914484174107645
attack,monitors,4,4_f5.png,0.8728881718403946,12.98705985086813,0.0,0.1796875,0.7328302196956528,380.9949980583136,0.9571027815580451,0.11576576349231751,0.09333543942401958,0.11743446610620133
attack,monitors,5,5_f0.png,0.5693715156262908,15.662512931718707,0.016098976135253906,0.17884829719464435,0.752803267417705,3892.4463793101386,0.8710050916474548,0.22787097938539924,0.14937220644789623,0.0033147811693963105
attack,monitors,5,5_f1.png,0.4697698133538569,15.268137794250437,0.010623931884765625,0.4944223196577812,0.7410406690277282,3700.437949674604,0.8415124013365383,0.28356572990987117,0.16563441689517588,0.007896171455001407
attack,monitors,5,5_f2.png,0.39034563785639403,21.071126352177675,2.384185791015625e-05,0.4329647966835598,0.5098946666062093,803.1262231913936,0.9191324448895113,0.22179836966375896,0.12773292371456324,0.3708522785666975
attack,monitors,5,5_f3.png,0.4973781448908116,13.177328290866189,0.0033102035522460938,0.0569135732112633,0.5883730015637428,93.62028577280455,0.9875452439434557,0.10658803392482448,0.07751734824575222,3.929696510317052e-07
attack,monitors,5,5_f4.png,0.43499346307755954,14.832069723787178,5.817413330078125e-05,0.024089641374109395,0.5737901705222253,78.48019339831006,0.981038120833641,0.12154611148713547,0.10361583207231945,1.380634833888121e-07
attack,monitors,5,5_f5.png,0.3778219039828623,15.450849883202366,0.0003814697265625,0.07444007398893766,0.5046560134271272,65.94095373700253,0.970044156535162,0.12365839075363096,0.11109597018380049,4.248268369311472e-06
attack,monitors,6,6_f0.png,0.37855526497603154,12.107042622758712,0.000156402587890625,0.18155660018921266,0.6503478603169516,1397.7907043161622,0.9235596513481474,0.2184185287629174,0.11144884524177011,6.403041386659075e-05
attack,monitors,6,6_f1.png,0.3832640145217551,13.540819371254504,5.7220458984375e-05,0.20931268020763366,0.6206298205122323,1193.3880041091015,0.9267887457938238,0.2269072692318082,0.09682891397428328,0.001006908271857909
attack,monitors,6,6_f2.png,0.391396581957595,10.305458266278352,3.814697265625e-05,0.18920630668468164,0.5999785782421764,754.086493905769,0.942640850747407,0.17341764959804803,0.0858212479693771,8.981044140871734e-05
attack,monitors,6,6_f3.png,0.4020704142257777,9.475504848278183,0.0,0.07803339355848819,0.6052233766562004,530.1330427971814,0.9586611082419869,0.1603807598643232,0.0734930016855364,0.0009922407913385582
attack,monitors,6,6_f4.png,0.43479887342761303,12.59477751934045,1.049041748046875e-05,0.1058050375130351,0.6090246260689803,401.60688313551475,0.9765656160170382,0.11581291998437165,0.05677569354877233,0.0001444942040335174
attack,monitors,6,6_f5.png,0.42700568794034366,10.802630666057965,8.58306884765625e-06,0.05741822107847304,0.6115061180726331,457.1189452648968,0.9703231736212686,0.12292880199097993,0.06956445360555383,1.725917937471684e-05
attack,monitors,7,7_f0.png,0.5222432223390557,22.547754025228578,0.0012607574462890625,0.13396358940448264,0.7641906412009055,3591.342906314776,0.8584980232170282,0.2372457955621676,0.09642186730327892,0.12958350113630138
attack,monitors,7,7_f1.png,0.4169048251964124,21.669395908563846,0.011648178100585938,0.3611492642193011,0.6967539239861903,2113.480621451819,0.8476053146181862,0.23232901235862813,0.09218625531327308,0.04065683431943291
attack,monitors,7,7_f2.png,0.27147216063284063,12.858964704697941,0.000873565673828125,0.5710715898840574,0.6005713421436735,749.1142793328747,0.8537321591728435,0.30160887413263976,0.09315944654065367,5.842985785796877e-07
attack,monitors,7,7_f3.png,0.8605948257127398,10.241495349262815,0.00033092498779296875,0.8076171874999999,0.8225942217534491,8942.541469280226,0.5230794840428693,0.40649542103928055,0.12240211689431729,0.987143910982106
attack,monitors,7,7_f4.png,1.0945197834485143,10.582429515847211,0.00023174285888671875,0.8310546874999999,0.8619613739297871,7936.623963617751,0.6566580971928064,0.2559635823069269,0.12152627276122376,0.9585064734079833
attack,monitors,7,7_f5.png,1.2958148767382842,9.581176452640838,1.52587890625e-05,0.22739966055677804,0.8239200360282561,891.0039089065423,0.9837976659434597,0.11182796914396088,0.09735945580309448,0.009213958621554167
attack,monitors,8,8_f0.png,0.4347524758954573,13.057252609894988,0.0005321502685546875,0.2969296053810697,0.7259301241999345,2062.556134121992,0.8158418678307512,0.2895705337385523,0.09010150667237293,0.007091679693451793
attack,monitors,8,8_f1.png,0.2818926063784311,14.332903279122469,0.0003681182861328125,0.12843931767646272,0.5841519927386613,628.6630754360034,0.8307108584922251,0.3415988760853019,0.10558581205260618,2.0483277395587977e-07
attack,monitors,8,8_f2.png,1.7950515227770427,14.900208710386684,1.9073486328125e-06,0.20658509746914924,0.793312027078153,375.6426650657114,0.9939814696094379,0.08328788646455462,0.09492997739798706,0.12847041864696446
attack,monitors,8,8_f3.png,1.782249803689302,16.874825710844863,5.7220458984375e-05,0.35742187499999994,0.8493653613560052,1529.6273509761231,0.8196790094638885,0.2124870329088911,0.054510789414744736,0.9985576893105605
attack,monitors,8,8_f4.png,0.18471057540579375,14.809060697070063,0.0,0.021451057262196087,0.46963222957108647,30.212083244337474,0.8778182800144801,0.2846009828935377,0.10946638412773843,1.5108912156742804e-06
attack,monitors,8,8_f5.png,0.930262120170185,15.10648879021959,0.0,0.10449218749999999,0.7029244367490822,212.45056298522144,0.9839981169161499,0.11827024814772194,0.15534123650057635,0.048640993262743015
attack,monitors,9,9_f0.png,0.3085745871871721,13.072002087661254,0.0060520172119140625,0.16789066362624613,0.5670096190319245,1418.4007305834145,0.9384914360932453,0.1688814812409371,0.08014126874312308,0.00010846958829395411
attack,monitors,9,9_f1.png,0.3219232771820081,12.225735906525726,0.0006742477416992188,0.2411387717831375,0.5203063269361463,816.9460013326044,0.9483087645692353,0.1677814136860541,0.11989567816049168,0.0021804932444904122
attack,monitors,9,9_f2.png,0.3002724287717283,12.226850244814827,0.005837440490722656,0.14501213286052242,0.4951347110406476,563.9223408334602,0.9650713452584744,0.13754502131884208,0.09433523577055325,8.020259525254719e-05
attack,monitors,9,9_f3.png,0.4179209711484965,12.195165915987369,0.00441741943359375,0.21130339359676126,0.5683383713703005,838.5800328014399,0.9666103672859465,0.12858624237460586,0.09695891581059196,0.00019296551438046554
attack,monitors,9,9_f4.png,0.4390688463114842,12.229313450104721,0.007325172424316406,0.2646484375,0.572957348475322,922.696783577212,0.9428049215152199,0.14222333089164096,0.07820685925411895,0.0015191009070433077
attack,monitors,9,9_f5.png,0.5175380726018615,12.538400075064656,0.0009126663208007812,0.2895511929539653,0.6027996680062568,996.5998570319038,0.9377220568838062,0.13801946655283626,0.13597009415800657,0.0033831826691082603
real,axon,1,1.jpg,0.5044563684062839,9.869541376379365,0.50091552734375,0.1114522676807942,0.6229746563715451,628.6057344654337,0.99397733413266,0.0832206615099505,0.2193553354220356,1.6380966991095088e-09
real,axon,2,2.jpg,2.501901326053267,20.973173962890662,0.004429817199707031,0.13733295350500624,0.8024238404626813,3073.213004672185,0.9951581451909535,0.06948615577040512,0.0856831414163187,0.5816521799777596
real,axon,3,3.jpg,0.37780630481256855,21.442402349341307,0.3496675491333008,0.062454206856716724,0.5988432572472542,343.81254400439747,0.9793015709233406,0.10331970356891881,0.21619819246647823,1.87758479330744e-08
real,axon,4,4.jpg,0.7170382613610361,16.479903775842992,0.04945945739746094,0.13866671700354422,0.7025528941168706,581.2602538709555,0.9887453180645208,0.0846168081096066,0.049386312268594204,0.0004297624195653133
real,axon,5,5.jpg,0.9054312409029696,56.328845162731646,0.01759052276611328,0.11691251917520457,0.7073899445055128,1261.3627758383004,0.9734696092562908,0.09507924564685076,0.059433942400523784,0.7634175682691742
